Date,Price,Open,High,Low,Vol.,Change %
01/27/2017,"28,449","28,387","28,480","28,171",10.48K,-0.08%
01/30/2017,"28,642","28,479","28,688","28,420",7.21K,0.68%
01/31/2017,"29,172","28,700","29,233","28,700",7.61K,1.85%
02/01/2017,"28,981","29,155","29,463","28,811",4.27K,-0.65%
02/02/2017,"29,064","29,150","29,175","28,950",0.38K,0.29%
02/03/2017,"29,166","29,030","29,494","28,900",0.24K,0.35%
02/06/2017,"29,202","28,965","29,224","28,965",10.16K,0.12%
02/07/2017,"29,348","29,250","29,370","29,215",11.60K,0.50%
02/08/2017,"29,371","29,325","29,445","29,258",10.85K,0.08%
02/09/2017,"29,115","29,349","29,419","29,080",12.95K,-0.87%
02/10/2017,"29,195","29,050","29,222","28,875",11.84K,0.27%
02/13/2017,"29,057","29,116","29,199","28,981",8.23K,-0.47%
02/14/2017,"29,027","29,088","29,210","28,977",11.12K,-0.10%
02/15/2017,"29,138","29,030","29,166","28,880",11.10K,0.38%
02/16/2017,"29,377","29,186","29,438","29,173",12.51K,0.82%
02/17/2017,"29,359","29,327","29,412","29,290",9.65K,-0.06%
02/20/2017,"29,324","29,330","29,356","29,189",5.98K,-0.12%
02/21/2017,"29,314","29,230","29,334","29,088",10.55K,-0.03%
02/22/2017,"29,223","29,285","29,349","29,190",8.98K,-0.31%
02/23/2017,"29,440","29,245","29,464","29,217",12.21K,0.74%
02/24/2017,"29,613","29,481","29,635","29,481",6.28K,0.59%
02/27/2017,"29,732","29,575","29,757","29,532",7.87K,0.40%
02/28/2017,"29,592","29,705","29,705","29,532",8.54K,-0.47%
03/01/2017,"29,529","29,455","29,595","29,118",2.23K,-0.21%
03/02/2017,"29,204","29,499","29,500","29,161",0.43K,-1.10%
03/03/2017,"29,442","29,300","30,079","29,051",0.21K,0.81%
03/06/2017,"28,979","29,100","29,218","28,960",10.37K,-1.57%
03/07/2017,"28,791","28,969","28,979","28,765",10.09K,-0.65%
03/08/2017,"28,660","28,799","28,806","28,622",9.37K,-0.46%
03/09/2017,"28,491","28,610","28,639","28,440",10.85K,-0.59%
03/10/2017,"28,417","28,420","28,523","28,305",11.57K,-0.26%
03/13/2017,"28,291","28,436","28,436","28,263",4.31K,-0.44%
03/14/2017,"28,100","28,349","28,349","28,080",10.24K,-0.68%
03/15/2017,"28,019","28,050","28,058","27,932",10.78K,-0.29%
03/16/2017,"28,436","28,090","28,594","28,090",14.14K,1.49%
03/17/2017,"28,528","28,498","28,550","28,461",7.11K,0.32%
03/20/2017,"28,518","28,580","28,630","28,487",7.81K,-0.04%
03/21/2017,"28,853","28,462","28,893","28,391",14.91K,1.17%
03/22/2017,"28,886","28,801","28,993","28,801",11.12K,0.11%
03/23/2017,"28,816","28,829","28,960","28,751",11.08K,-0.24%
03/24/2017,"28,809","28,750","28,840","28,714",7.95K,-0.02%
03/27/2017,"28,839","28,850","28,985","28,800",9.09K,0.10%
03/28/2017,"28,872","28,839","28,910","28,784",7.33K,0.11%
03/29/2017,"28,762","28,792","28,792","28,687",6.69K,-0.38%
03/30/2017,"28,559","28,716","28,764","28,525",8.22K,-0.71%
03/31/2017,"28,612","28,511","28,688","28,480",6.93K,0.19%
04/03/2017,"28,720","28,607","28,790","28,580",1.45K,0.38%
04/04/2017,"28,960","28,975","29,064","28,878",0.09K,0.84%
04/05/2017,"28,617","28,803","29,019","28,535",0.33K,-1.18%
04/06/2017,"28,697","28,878","28,991","28,675",8.81K,0.28%
04/07/2017,"28,650","28,750","28,989","28,607",13.73K,-0.16%
04/10/2017,"28,699","28,651","28,765","28,560",7.97K,0.17%
04/11/2017,"29,149","28,750","29,183","28,725",13.44K,1.57%
04/12/2017,"29,189","29,150","29,265","29,132",9.96K,0.14%
04/13/2017,"29,358","29,270","29,393","29,238",9.67K,0.58%
04/17/2017,"29,392","29,389","29,433","29,325",8.04K,0.12%
04/18/2017,"29,518","29,370","29,540","29,227",13.29K,0.43%
04/19/2017,"29,313","29,425","29,425","29,200",10.30K,-0.69%
04/20/2017,"29,308","29,250","29,350","29,220",9.34K,-0.02%
04/21/2017,"29,432","29,282","29,460","29,240",8.98K,0.42%
04/24/2017,"29,128","29,290","29,290","28,935",12.03K,-1.03%
04/25/2017,"28,827","29,090","29,090","28,802",9.72K,-1.03%
04/26/2017,"28,757","28,800","28,837","28,671",9.06K,-0.24%
04/27/2017,"28,784","28,805","28,848","28,720",7.61K,0.09%
04/28/2017,"28,872","28,843","28,925","28,800",6.44K,0.31%
05/01/2017,"28,654","28,834","28,868","28,600",1.64K,-0.76%
05/02/2017,"28,571","28,664","28,680","28,530",0.49K,-0.29%
05/03/2017,"28,571","28,630","28,640","28,459",0.09K,0.00%
05/04/2017,"28,060","28,400","28,482","28,025",0.08K,-1.79%
05/05/2017,"28,184","28,136","28,382","28,135",0.06K,0.44%
05/08/2017,"28,119","28,145","28,255","28,097",7.85K,-0.23%
05/09/2017,"27,981","28,125","28,192","27,947",10.10K,-0.49%
05/10/2017,"28,007","28,060","28,146","27,981",9.28K,0.09%
05/11/2017,"28,022","27,995","28,100","27,945",9.72K,0.05%
05/12/2017,"28,019","28,088","28,195","27,985",9.48K,-0.01%
05/15/2017,"28,008","28,049","28,157","27,996",8.76K,-0.04%
05/16/2017,"28,109","28,025","28,159","28,025",7.73K,0.36%
05/17/2017,"28,614","28,170","28,638","28,170",15.92K,1.80%
05/18/2017,"28,710","28,666","28,980","28,551",23.80K,0.34%
05/19/2017,"28,634","28,660","28,779","28,531",13.16K,-0.26%
05/22/2017,"28,783","28,590","28,799","28,568",9.31K,0.52%
05/23/2017,"28,808","28,804","28,930","28,740",12.50K,0.09%
05/24/2017,"28,719","28,770","28,770","28,650",8.69K,-0.31%
05/25/2017,"28,638","28,769","28,770","28,600",9.93K,-0.28%
05/26/2017,"28,847","28,694","28,866","28,674",9.52K,0.73%
05/29/2017,"28,874","28,843","28,928","28,807",4.56K,0.09%
05/30/2017,"28,704","28,921","28,960","28,680",9.88K,-0.59%
05/31/2017,"28,905","28,683","28,950","28,628",7.83K,0.70%
06/01/2017,"28,749","28,877","28,877","28,712",1.77K,-0.54%
06/02/2017,"28,949","28,685","29,011","28,680",0.31K,0.70%
06/05/2017,"29,111","29,045","29,180","29,045",0.71K,0.56%
06/06/2017,"29,481","29,220","29,499","29,216",11.14K,1.27%
06/07/2017,"29,376","29,439","29,485","29,310",9.82K,-0.36%
06/08/2017,"29,049","29,319","29,345","28,951",12.95K,-1.11%
06/09/2017,"28,938","29,001","29,009","28,836",8.98K,-0.38%
06/12/2017,"28,917","28,905","28,971","28,851",7.77K,-0.07%
06/13/2017,"28,862","28,907","28,916","28,711",7.71K,-0.19%
06/14/2017,"28,946","28,890","29,025","28,802",9.37K,0.29%
06/15/2017,"28,686","28,890","28,890","28,640",11.43K,-0.90%
06/16/2017,"28,616","28,697","28,718","28,600",6.78K,-0.24%
06/19/2017,"28,473","28,593","28,593","28,460",7.55K,-0.50%
06/20/2017,"28,475","28,470","28,530","28,420",7.69K,0.01%
06/21/2017,"28,495","28,539","28,575","28,403",9.08K,0.07%
06/22/2017,"28,557","28,530","28,670","28,519",7.48K,0.22%
06/23/2017,"28,648","28,596","28,782","28,596",7.10K,0.32%
06/26/2017,"28,426","28,302","28,440","28,264",4.61K,-0.77%
06/27/2017,"28,483","28,411","28,572","28,401",7.63K,0.20%
06/28/2017,"28,485","28,569","28,660","28,461",7.73K,0.01%
06/29/2017,"28,527","28,522","28,550","28,380",7.94K,0.15%
06/30/2017,"28,295","28,505","28,505","28,168",8.40K,-0.81%
07/03/2017,"27,952","28,300","28,300","27,925",3.24K,-1.21%
07/04/2017,"28,043","27,956","28,169","27,956",1.26K,0.33%
07/05/2017,"28,051","28,120","28,155","27,845",0.90K,0.03%
07/06/2017,"28,143","28,200","28,237","28,111",10.57K,0.33%
07/07/2017,"27,812","28,101","28,140","27,754",16.37K,-1.18%
07/10/2017,"27,840","27,835","27,887","27,620",13.13K,0.10%
07/11/2017,"27,871","27,805","27,929","27,702",11.02K,0.11%
07/12/2017,"27,889","27,919","28,033","27,840",10.47K,0.06%
07/13/2017,"27,868","27,945","27,968","27,851",7.67K,-0.08%
07/14/2017,"28,022","27,850","28,150","27,753",14.38K,0.55%
07/17/2017,"28,147","28,050","28,173","28,050",7.52K,0.45%
07/18/2017,"28,280","28,160","28,299","28,160",9.35K,0.47%
07/19/2017,"28,270","28,270","28,285","28,150",8.47K,-0.04%
07/20/2017,"28,345","28,220","28,380","28,155",11.27K,0.27%
07/21/2017,"28,541","28,333","28,559","28,300",9.54K,0.69%
07/24/2017,"28,530","28,531","28,612","28,480",7.97K,-0.04%
07/25/2017,"28,490","28,535","28,584","28,410",11.13K,-0.14%
07/26/2017,"28,396","28,462","28,462","28,320",8.09K,-0.33%
07/27/2017,"28,477","28,455","28,613","28,376",10.46K,0.29%
07/28/2017,"28,596","28,533","28,620","28,405",8.24K,0.42%
07/31/2017,"28,588","28,572","28,628","28,510",6.20K,-0.03%
08/01/2017,"28,514","28,623","28,623","28,447",2.23K,-0.26%
08/02/2017,"28,486","28,451","28,586","28,373",0.58K,-0.10%
08/03/2017,"28,447","28,400","28,500","28,299",0.48K,-0.14%
08/04/2017,"28,373","28,525","28,585","28,355",0.07K,-0.26%
08/07/2017,"28,419","28,332","28,437","28,320",3.95K,0.16%
08/08/2017,"28,357","28,416","28,497","28,283",7.40K,-0.22%
08/09/2017,"28,800","28,415","28,821","28,415",11.58K,1.56%
08/10/2017,"29,130","28,845","29,173","28,845",12.40K,1.15%
08/11/2017,"29,158","29,147","29,300","29,032",11.32K,0.10%
08/14/2017,"29,042","29,100","29,116","28,982",7.74K,-0.40%
08/16/2017,"28,878","28,978","28,978","28,727",10.49K,-0.56%
08/17/2017,"29,093","28,900","29,174","28,800",9.73K,0.74%
08/18/2017,"29,109","29,070","29,380","29,013",12.43K,0.05%
08/21/2017,"29,224","29,050","29,248","29,030",7.42K,0.40%
08/22/2017,"29,061","29,200","29,200","28,980",8.75K,-0.56%
08/23/2017,"29,090","29,063","29,148","29,023",7.27K,0.10%
08/24/2017,"29,021","29,051","29,107","28,980",7.17K,-0.24%
08/25/2017,"29,086","29,001","29,134","28,716",7.04K,0.22%
08/28/2017,"29,425","29,101","29,440","29,095",9.56K,1.17%
08/29/2017,"29,588","29,469","29,810","29,425",11.07K,0.55%
08/30/2017,"29,540","29,640","29,640","29,405",8.46K,-0.16%
08/31/2017,"29,756","29,430","29,832","29,421",6.94K,0.73%
09/01/2017,"29,788","29,687","29,941","29,671",1.15K,0.11%
09/04/2017,"30,174","30,187","30,250","29,800",0.27K,1.30%
09/05/2017,"30,226","30,389","30,421","30,010",0.19K,0.17%
09/06/2017,"30,088","30,200","30,298","30,055",12.40K,-0.46%
09/07/2017,"30,287","30,050","30,348","30,010",14.46K,0.66%
09/08/2017,"30,271","30,350","30,470","30,221",13.38K,-0.05%
09/11/2017,"29,942","30,187","30,187","29,888",12.58K,-1.09%
09/12/2017,"29,953","29,910","29,977","29,830",9.39K,0.04%
09/13/2017,"29,896","30,011","30,077","29,841",10.61K,-0.19%
09/14/2017,"30,020","29,831","30,059","29,775",12.39K,0.41%
09/15/2017,"29,869","30,063","30,096","29,840",11.58K,-0.50%
09/18/2017,"29,561","29,845","29,845","29,550",10.85K,-1.03%
09/19/2017,"29,628","29,521","29,690","29,521",8.11K,0.23%
09/20/2017,"29,780","29,660","29,817","29,660",8.42K,0.51%
09/21/2017,"29,584","29,620","29,680","29,450",13.18K,-0.66%
09/22/2017,"29,608","29,660","29,767","29,586",8.54K,0.08%
09/25/2017,"30,065","29,580","30,150","29,525",13.45K,1.54%
09/26/2017,"29,885","30,129","30,195","29,802",11.90K,-0.60%
09/27/2017,"29,673","29,861","29,944","29,644",10.37K,-0.71%
09/28/2017,"29,624","29,650","29,706","29,530",7.99K,-0.17%
09/29/2017,"29,549","29,615","29,740","29,430",7.49K,-0.25%
10/03/2017,"29,400","29,420","29,456","29,352",1.53K,-0.50%
10/04/2017,"29,331","29,479","29,513","29,258",0.23K,-0.23%
10/05/2017,"29,412","29,469","29,469","29,361",0.06K,0.28%
10/06/2017,"29,510","29,325","29,540","29,274",11.30K,0.33%
10/09/2017,"29,670","29,540","29,718","29,540",6.17K,0.54%
10/10/2017,"29,768","29,700","29,798","29,700",6.98K,0.33%
10/11/2017,"29,659","29,717","29,770","29,638",5.43K,-0.37%
10/12/2017,"29,756","29,725","29,840","29,692",6.88K,0.33%
10/13/2017,"29,800","29,750","29,817","29,660",7.31K,0.15%
10/16/2017,"29,808","29,809","29,896","29,790",5.77K,0.03%
10/17/2017,"29,565","29,751","29,751","29,550",8.27K,-0.82%
10/18/2017,"29,536","29,640","29,643","29,504",5.08K,-0.10%
10/19/2017,"29,654","29,600","29,669","29,593",1.70K,0.40%
10/20/2017,"29,541","29,600","29,622","29,524",3.22K,-0.38%
10/23/2017,"29,499","29,502","29,550","29,364",7.21K,-0.14%
10/24/2017,"29,498","29,515","29,537","29,444",5.50K,0.00%
10/25/2017,"29,362","29,475","29,475","29,275",8.11K,-0.46%
10/26/2017,"29,236","29,375","29,443","29,211",8.37K,-0.43%
10/27/2017,"29,272","29,223","29,299","29,169",6.53K,0.12%
10/30/2017,"29,349","29,263","29,369","29,204",4.82K,0.26%
10/31/2017,"29,040","29,300","29,337","28,958",5.80K,-1.05%
11/01/2017,"29,120","29,048","29,260","28,991",2.16K,0.28%
11/02/2017,"29,242","29,301","29,318","29,168",0.34K,0.42%
11/03/2017,"29,191","29,230","29,456","29,002",0.05K,-0.17%
11/06/2017,"29,363","29,130","29,388","29,130",7.66K,0.59%
11/07/2017,"29,457","29,349","29,490","29,333",8.21K,0.32%
11/08/2017,"29,562","29,451","29,600","29,438",7.90K,0.36%
11/09/2017,"29,670","29,530","29,689","29,466",9.36K,0.37%
11/10/2017,"29,508","29,640","29,700","29,468",9.68K,-0.55%
11/13/2017,"29,619","29,504","29,636","29,473",6.19K,0.38%
11/14/2017,"29,620","29,550","29,660","29,411",10.22K,0.00%
11/15/2017,"29,528","29,600","29,740","29,512",9.84K,-0.31%
11/16/2017,"29,491","29,544","29,555","29,452",7.79K,-0.13%
11/17/2017,"29,658","29,462","29,689","29,361",9.90K,0.57%
11/20/2017,"29,339","29,700","29,729","29,268",10.65K,-1.08%
11/21/2017,"29,334","29,410","29,425","29,277",7.66K,-0.02%
11/22/2017,"29,504","29,341","29,525","29,280",7.80K,0.58%
11/23/2017,"29,420","29,475","29,510","29,393",5.78K,-0.28%
11/24/2017,"29,375","29,475","29,500","29,357",5.80K,-0.15%
11/27/2017,"29,460","29,450","29,510","29,402",6.55K,0.29%
11/28/2017,"29,381","29,450","29,456","29,359",5.80K,-0.27%
11/29/2017,"29,215","29,430","29,441","29,188",5.89K,-0.56%
11/30/2017,"28,992","29,287","29,287","28,927",6.54K,-0.76%
12/01/2017,"29,217","29,045","29,344","29,038",2.16K,0.78%
12/04/2017,"29,059","29,021","29,200","28,970",0.09K,-0.54%
12/05/2017,"28,893","29,095","29,170","28,865",0.05K,-0.57%
12/06/2017,"28,972","28,950","29,039","28,922",6.38K,0.27%
12/07/2017,"28,670","28,932","28,932","28,653",7.38K,-1.04%
12/08/2017,"28,588","28,650","28,650","28,500",8.42K,-0.29%
12/11/2017,"28,429","28,550","28,573","28,412",5.92K,-0.56%
12/12/2017,"28,318","28,432","28,475","28,271",7.58K,-0.39%
12/13/2017,"28,377","28,350","28,445","28,320",4.66K,0.21%
12/14/2017,"28,500","28,434","28,589","28,421",6.63K,0.43%
12/15/2017,"28,441","28,474","28,559","28,395",5.54K,-0.21%
12/18/2017,"28,663","28,492","28,683","28,470",6.17K,0.78%
12/19/2017,"28,555","28,656","28,680","28,535",5.95K,-0.38%
12/20/2017,"28,617","28,618","28,658","28,557",6.07K,0.22%
12/21/2017,"28,596","28,645","28,665","28,542",5.63K,-0.07%
12/22/2017,"28,757","28,560","28,790","28,560",6.08K,0.56%
12/26/2017,"28,924","28,796","28,933","28,778",4.33K,0.58%
12/27/2017,"29,092","28,890","29,110","28,888",5.16K,0.58%
12/28/2017,"29,171","29,150","29,220","29,099",5.06K,0.27%
12/29/2017,"29,372","29,202","29,400","29,134",6.93K,0.69%
01/01/2018,"29,324","29,332","29,385","29,275",1.58K,-0.16%
01/02/2018,"29,392","29,332","29,463","29,332",1.70K,0.23%
01/03/2018,"29,481","29,385","29,492","29,385",0.19K,0.30%
01/04/2018,"29,472","29,365","29,475","29,276",0.20K,-0.03%
01/05/2018,"29,465","29,500","29,550","29,440",0.19K,-0.02%
01/08/2018,"29,270","29,235","29,290","29,176",5.90K,-0.66%
01/09/2018,"29,173","29,265","29,278","29,153",5.42K,-0.33%
01/10/2018,"29,343","29,155","29,444","29,123",10.83K,0.58%
01/11/2018,"29,404","29,338","29,420","29,315",5.81K,0.21%
01/12/2018,"29,553","29,425","29,590","29,425",9.23K,0.51%
01/15/2018,"29,763","29,590","29,785","29,590",6.00K,0.71%
01/16/2018,"29,830","29,780","29,860","29,754",8.69K,0.23%
01/17/2018,"29,761","29,876","29,884","29,705",6.83K,-0.23%
01/18/2018,"29,644","29,702","29,702","29,501",9.53K,-0.39%
01/19/2018,"29,743","29,615","29,775","29,600",5.95K,0.33%
01/22/2018,"29,806","29,701","29,825","29,701",5.52K,0.21%
01/23/2018,"29,876","29,836","29,924","29,752",7.02K,0.23%
01/24/2018,"30,244","29,907","30,290","29,879",11.08K,1.23%
01/25/2018,"30,367","30,310","30,476","30,185",9.88K,0.41%
01/29/2018,"30,074","30,285","30,285","30,004",8.63K,-0.96%
01/30/2018,"30,052","30,000","30,197","29,960",6.81K,-0.07%
01/31/2018,"30,064","30,085","30,172","29,976",5.48K,0.04%
02/01/2018,"30,512","30,125","30,550","30,050",1.81K,1.49%
02/02/2018,"30,399","30,780","30,817","30,200",0.66K,-0.37%
02/05/2018,"30,286","30,385","30,498","30,008",0.19K,-0.37%
02/06/2018,"30,182","30,320","30,650","30,160",12.07K,-0.34%
02/07/2018,"29,976","30,219","30,259","29,950",8.73K,-0.68%
02/08/2018,"30,103","29,905","30,147","29,783",11.10K,0.42%
02/09/2018,"29,999","30,060","30,110","29,889",9.20K,-0.35%
02/12/2018,"30,133","30,102","30,175","30,017",6.40K,0.45%
02/13/2018,"30,195","30,170","30,221","30,091",3.53K,0.21%
02/14/2018,"30,605","30,220","30,693","30,066",12.87K,1.36%
02/15/2018,"30,549","30,612","30,644","30,501",7.63K,-0.18%
02/16/2018,"30,785","30,600","30,811","30,600",8.67K,0.77%
02/19/2018,"30,715","30,717","30,777","30,678",4.03K,-0.23%
02/20/2018,"30,524","30,668","30,737","30,505",9.25K,-0.62%
02/21/2018,"30,459","30,500","30,516","30,371",7.08K,-0.21%
02/22/2018,"30,564","30,450","30,580","30,380",6.53K,0.34%
02/23/2018,"30,492","30,497","30,508","30,426",5.14K,-0.24%
02/26/2018,"30,518","30,520","30,620","30,492",5.84K,0.09%
02/27/2018,"30,306","30,518","30,597","30,270",7.86K,-0.69%
02/28/2018,"30,423","30,319","30,475","30,277",5.12K,0.39%
03/01/2018,"30,181","30,307","30,372","30,111",1.47K,-0.80%
03/02/2018,"30,473","30,445","30,575","30,400",0.15K,0.97%
03/05/2018,"30,429","30,400","30,535","30,310",0.18K,-0.14%
03/06/2018,"30,568","30,400","30,669","30,365",10.81K,0.46%
03/07/2018,"30,461","30,620","30,639","30,404",10.10K,-0.35%
03/08/2018,"30,436","30,491","30,533","30,390",7.75K,-0.08%
03/09/2018,"30,408","30,413","30,474","30,290",10.96K,-0.09%
03/12/2018,"30,340","30,380","30,432","30,284",7.37K,-0.22%
03/13/2018,"30,387","30,350","30,409","30,222",10.98K,0.15%
03/14/2018,"30,413","30,399","30,545","30,364",9.56K,0.09%
03/15/2018,"30,314","30,456","30,474","30,288",8.33K,-0.33%
03/16/2018,"30,251","30,275","30,364","30,184",10.02K,-0.21%
03/19/2018,"30,432","30,222","30,453","30,129",11.62K,0.60%
03/20/2018,"30,284","30,393","30,393","30,220",9.13K,-0.49%
03/21/2018,"30,464","30,310","30,539","30,284",11.32K,0.59%
03/22/2018,"30,506","30,522","30,615","30,472",11.33K,0.14%
03/23/2018,"30,901","30,550","30,947","30,550",13.64K,1.29%
03/26/2018,"30,889","30,840","30,915","30,771",7.33K,-0.04%
03/27/2018,"30,717","30,871","30,888","30,685",9.46K,-0.56%
03/28/2018,"30,518","30,732","30,750","30,490",8.56K,-0.65%
03/29/2018,"30,426","30,482","30,578","30,403",3.20K,-0.30%
04/02/2018,"30,961","30,580","31,080","30,510",1.38K,1.76%
04/03/2018,"30,625","30,893","30,893","30,552",0.33K,-1.09%
04/04/2018,"30,886","30,660","30,972","30,600",0.07K,0.85%
04/05/2018,"30,505","31,500","31,500","30,450",0.06K,-1.23%
04/06/2018,"30,605","30,571","30,650","30,413",13.42K,0.33%
04/09/2018,"30,675","30,600","30,693","30,556",7.60K,0.23%
04/10/2018,"30,798","30,613","30,819","30,585",8.76K,0.40%
04/11/2018,"31,244","30,820","31,422","30,820",18.12K,1.45%
04/12/2018,"30,897","31,176","31,217","30,857",13.21K,-1.11%
04/13/2018,"31,005","30,922","31,075","30,770",9.89K,0.35%
04/16/2018,"31,167","31,055","31,227","31,050",8.09K,0.52%
04/17/2018,"31,257","31,139","31,280","31,089",9.19K,0.29%
04/18/2018,"31,410","31,243","31,483","31,177",9.90K,0.49%
04/19/2018,"31,479","31,449","31,517","31,305",8.78K,0.22%
04/20/2018,"31,314","31,405","31,440","31,285",6.02K,-0.52%
04/23/2018,"31,164","31,300","31,300","31,110",6.67K,-0.48%
04/24/2018,"31,262","31,160","31,280","31,068",6.35K,0.31%
04/25/2018,"31,301","31,298","31,324","31,215",6.17K,0.12%
04/26/2018,"31,158","31,251","31,276","31,112",6.27K,-0.46%
04/27/2018,"31,129","31,101","31,189","31,047",6.10K,-0.09%
04/30/2018,"30,947","31,090","31,090","30,892",6.38K,-0.58%
05/01/2018,"30,874","30,855","30,917","30,735",0.86K,-0.24%
05/02/2018,"30,926","31,020","31,350","30,860",0.50K,0.17%
05/03/2018,"31,003","30,925","31,146","30,861",0.21K,0.25%
05/04/2018,"31,068","30,907","31,154","30,907",0.13K,0.21%
05/07/2018,"31,247","31,125","31,300","31,125",6.16K,0.58%
05/08/2018,"31,200","31,220","31,238","31,075",8.69K,-0.15%
05/09/2018,"31,303","31,219","31,364","31,156",9.93K,0.33%
05/10/2018,"31,352","31,338","31,470","31,231",10.73K,0.16%
05/11/2018,"31,500","31,340","31,545","31,340",8.84K,0.47%
05/14/2018,"31,496","31,450","31,544","31,380",7.90K,-0.01%
05/15/2018,"31,186","31,425","31,499","31,172",14.51K,-0.98%
05/16/2018,"31,007","31,171","31,171","30,941",10.73K,-0.57%
05/17/2018,"30,986","31,001","31,001","30,852",8.54K,-0.07%
05/18/2018,"31,093","30,971","31,115","30,950",7.38K,0.35%
05/21/2018,"31,114","31,035","31,139","30,925",8.03K,0.07%
05/22/2018,"31,111","31,025","31,173","31,005",7.33K,-0.01%
05/23/2018,"31,186","31,121","31,369","31,103",11.98K,0.24%
05/24/2018,"31,461","31,241","31,486","31,235",11.06K,0.88%
05/25/2018,"31,194","31,370","31,427","31,172",10.05K,-0.85%
05/28/2018,"30,971","31,150","31,150","30,885",6.81K,-0.71%
05/29/2018,"31,184","31,020","31,320","31,020",12.38K,0.69%
05/30/2018,"31,030","31,120","31,123","30,937",9.14K,-0.49%
05/31/2018,"30,882","31,050","31,120","30,837",6.07K,-0.48%
06/01/2018,"30,568","30,796","30,839","30,458",2.07K,-1.02%
06/04/2018,"30,708","30,650","30,812","30,580",0.34K,0.46%
06/05/2018,"30,699","30,673","30,935","30,656",0.08K,-0.03%
06/06/2018,"30,755","30,876","30,913","30,720",6.33K,0.18%
06/07/2018,"31,055","30,820","31,075","30,789",8.21K,0.98%
06/08/2018,"31,076","31,011","31,196","30,950",8.18K,0.07%
06/11/2018,"31,035","31,070","31,083","30,920",7.52K,-0.13%
06/12/2018,"30,952","31,001","31,001","30,873",6.95K,-0.27%
06/13/2018,"30,952","30,936","30,994","30,920",3.91K,0.00%
06/14/2018,"31,145","30,973","31,178","30,973",8.59K,0.62%
06/15/2018,"30,804","31,180","31,195","30,755",11.17K,-1.09%
06/18/2018,"30,773","30,799","30,836","30,721",4.81K,-0.10%
06/19/2018,"30,702","30,848","30,899","30,673",7.27K,-0.23%
06/20/2018,"30,605","30,680","30,702","30,580",4.93K,-0.32%
06/21/2018,"30,451","30,575","30,575","30,367",6.94K,-0.50%
06/22/2018,"30,498","30,410","30,554","30,387",6.81K,0.15%
06/25/2018,"30,540","30,500","30,648","30,500",4.98K,0.14%
06/26/2018,"30,480","30,512","30,574","30,335",6.41K,-0.20%
06/27/2018,"30,606","30,466","30,631","30,435",6.00K,0.41%
06/28/2018,"30,431","30,588","30,604","30,408",4.32K,-0.57%
06/29/2018,"30,363","30,404","30,449","30,288",5.61K,-0.22%
07/02/2018,"30,153","30,380","30,412","30,000",2.26K,-0.69%
07/03/2018,"30,469","30,185","30,600","30,100",0.19K,1.05%
07/04/2018,"30,510","30,463","30,550","30,463",0.04K,0.13%
07/05/2018,"30,541","30,600","30,640","30,495",0.02K,0.10%
07/06/2018,"30,582","30,650","30,740","30,570",4.84K,0.13%
07/09/2018,"30,638","30,613","30,788","30,613",7.26K,0.18%
07/10/2018,"30,551","30,663","30,679","30,436",7.52K,-0.28%
07/11/2018,"30,344","30,502","30,545","30,325",6.02K,-0.68%
07/12/2018,"30,175","30,315","30,315","30,161",7.75K,-0.56%
07/13/2018,"30,131","30,169","30,210","30,035",7.17K,-0.15%
07/16/2018,"30,103","30,151","30,248","30,074",5.56K,-0.09%
07/17/2018,"29,757","30,102","30,120","29,740",9.28K,-1.15%
07/18/2018,"29,799","29,999","29,999","29,671",7.92K,0.14%
07/19/2018,"29,913","29,671","29,968","29,624",8.40K,0.38%
07/20/2018,"29,957","29,788","29,977","29,767",7.07K,0.15%
07/23/2018,"29,914","29,922","30,043","29,862",7.10K,-0.14%
07/24/2018,"29,912","29,860","29,978","29,780",7.69K,-0.01%
07/25/2018,"29,959","29,867","30,035","29,835",7.58K,0.16%
07/26/2018,"29,836","29,912","29,952","29,816",5.77K,-0.41%
07/27/2018,"29,805","29,960","29,960","29,682",7.53K,-0.10%
07/30/2018,"29,755","29,726","29,782","29,700",4.90K,-0.17%
07/31/2018,"29,638","29,730","29,740","29,561",6.63K,-0.39%
08/01/2018,"29,462","29,591","29,670","29,441",2.14K,-0.59%
08/02/2018,"29,520","29,532","29,638","29,477",0.92K,0.20%
08/03/2018,"29,800","29,520","29,900","29,425",0.11K,0.95%
08/06/2018,"29,563","29,656","29,656","29,538",4.02K,-0.80%
08/07/2018,"29,534","29,604","29,668","29,520",5.98K,-0.10%
08/08/2018,"29,544","29,560","29,630","29,500",6.45K,0.03%
08/09/2018,"29,605","29,565","29,665","29,529",5.58K,0.21%
08/10/2018,"29,706","29,625","29,744","29,540",7.31K,0.34%
08/13/2018,"29,665","29,750","29,836","29,644",7.72K,-0.14%
08/14/2018,"29,664","29,665","29,740","29,575",4.99K,0.00%
08/16/2018,"29,275","29,615","29,615","29,222",10.27K,-1.31%
08/17/2018,"29,275","29,291","29,375","29,184",6.00K,0.00%
08/20/2018,"29,435","29,388","29,459","29,350",5.66K,0.55%
08/21/2018,"29,542","29,460","29,565","29,436",6.27K,0.36%
08/22/2018,"29,627","29,450","29,733","29,450",4.61K,0.29%
08/23/2018,"29,576","29,666","29,666","29,490",5.98K,-0.17%
08/24/2018,"29,882","29,550","29,900","29,550",9.03K,1.03%
08/27/2018,"29,973","29,930","30,045","29,863",6.67K,0.30%
