Date,Price,Open,High,Low,Vol.,Change %
03/24/2020,"41,873","41,451","42,176","40,115",40.08K,1.35%
03/25/2020,"42,713","42,100","42,889","41,400",32.14K,2.01%
03/26/2020,"43,631","42,400","43,900","42,000",34.45K,2.15%
03/27/2020,"43,590","43,520","43,759","43,035",20.61K,-0.09%
03/30/2020,"43,883","43,200","44,180","43,200",0.92K,0.67%
03/31/2020,"43,225","44,373","44,399","43,060",0.29K,-1.50%
04/01/2020,"43,578","42,854","43,645","42,800",0.05K,0.82%
04/03/2020,"44,298","44,190","44,400","43,860",0.08K,1.65%
04/07/2020,"45,043","44,000","46,299","44,000",20.59K,1.68%
04/08/2020,"44,944","44,762","45,000","44,650",12.64K,-0.22%
04/09/2020,"45,279","44,970","45,330","44,802",13.16K,0.75%
04/13/2020,"46,270","45,499","46,360","45,499",19.51K,2.19%
04/15/2020,"46,696","46,499","46,782","46,030",26.09K,0.92%
04/16/2020,"47,203","46,783","47,290","46,478",21.66K,1.09%
04/17/2020,"45,855","47,005","47,005","45,400",32.29K,-2.86%
04/20/2020,"45,724","45,400","45,949","45,265",24.61K,-0.29%
04/21/2020,"45,383","45,735","46,275","45,100",31.18K,-0.75%
04/22/2020,"46,189","45,656","46,290","45,475",32.76K,1.78%
04/23/2020,"46,475","46,499","46,680","46,171",42.68K,0.62%
04/24/2020,"46,550","46,491","46,850","46,160",43.75K,0.16%
04/27/2020,"46,353","46,352","46,673","46,250",36.81K,-0.42%
04/28/2020,"46,188","46,290","46,333","45,750",25.39K,-0.36%
04/29/2020,"45,439","46,290","46,308","45,401",4.78K,-1.62%
04/30/2020,"44,647","45,642","45,761","44,200",2.13K,-1.74%
05/01/2020,"45,251","44,703","45,380","44,441",0.31K,1.35%
05/04/2020,"45,762","45,403","46,090","45,349",0.49K,1.13%
05/05/2020,"45,539","45,400","45,590","44,768",0.23K,-0.49%
05/06/2020,"45,387","45,700","45,850","45,330",37.99K,-0.33%
05/07/2020,"46,147","45,450","46,222","45,355",40.80K,1.67%
05/08/2020,"45,820","46,050","46,343","45,751",53.03K,-0.71%
05/11/2020,"45,785","45,842","45,980","45,609",39.59K,-0.08%
05/12/2020,"45,635","45,821","45,970","45,551",37.85K,-0.33%
05/13/2020,"45,983","45,634","46,087","45,527",41.42K,0.76%
05/14/2020,"46,631","46,020","46,735","46,020",47.99K,1.41%
05/15/2020,"47,352","46,490","47,420","46,480",51.03K,1.55%
05/18/2020,"46,652","47,500","47,965","46,550",65.73K,-1.48%
05/19/2020,"47,036","46,656","47,180","46,463",47.80K,0.82%
05/20/2020,"47,129","47,165","47,380","46,850",40.32K,0.20%
05/21/2020,"46,417","46,944","46,980","46,265",40.76K,-1.51%
05/22/2020,"47,057","46,420","47,118","46,420",42.90K,1.38%
05/25/2020,"46,953","46,800","47,029","46,666",17.27K,-0.22%
05/26/2020,"46,393","47,047","47,150","46,302",41.02K,-1.19%
05/27/2020,"46,647","46,390","46,698","45,855",47.49K,0.55%
05/28/2020,"46,474","46,740","46,930","46,400",35.54K,-0.37%
05/29/2020,"46,858","46,579","46,924","46,468",24.16K,0.83%
06/01/2020,"47,018","46,900","47,299","46,702",2.01K,0.34%
06/02/2020,"46,796","47,090","47,375","46,753",0.22K,-0.47%
06/03/2020,"46,203","46,750","46,851","46,150",0.18K,-1.27%
06/04/2020,"46,781","46,399","47,125","46,235",0.08K,1.25%
06/05/2020,"46,346","46,750","46,805","46,100",0.06K,-0.93%
06/08/2020,"46,110","45,800","46,175","45,772",39.33K,-0.51%
06/09/2020,"46,595","46,070","46,666","45,962",41.71K,1.05%
06/10/2020,"46,629","46,614","46,923","46,502",34.60K,0.07%
06/11/2020,"47,405","46,767","47,630","46,767",53.47K,1.66%
06/12/2020,"47,325","47,400","47,493","47,073",40.80K,-0.17%
06/15/2020,"46,999","47,200","47,242","46,569",42.28K,-0.69%
06/16/2020,"47,534","47,200","47,610","46,974",46.86K,1.14%
06/17/2020,"47,320","47,363","47,453","47,020",35.35K,-0.45%
06/18/2020,"47,328","47,290","47,550","47,130",39.88K,0.02%
06/19/2020,"47,907","47,300","47,938","47,300",37.64K,1.22%
06/22/2020,"47,912","47,999","48,259","47,792",42.28K,0.01%
06/23/2020,"48,186","47,899","48,227","47,726",35.72K,0.57%
06/24/2020,"48,105","48,019","48,421","47,969",42.48K,-0.17%
06/25/2020,"47,952","48,048","48,147","47,830",28.16K,-0.32%
06/26/2020,"48,363","48,030","48,431","47,825",26.21K,0.86%
06/29/2020,"48,194","48,420","48,513","48,080",3.74K,-0.35%
06/30/2020,"48,861","48,237","48,999","48,237",0.63K,1.38%
07/01/2020,"48,400","48,986","49,020","48,251",0.33K,-0.94%
07/02/2020,"48,437","48,340","48,529","47,970",0.09K,0.08%
07/03/2020,"48,336","49,304","49,304","48,100",0.07K,-0.21%
07/06/2020,"48,247","47,976","48,300","47,830",36.25K,-0.18%
07/07/2020,"48,796","48,200","48,829","48,110",44.01K,1.14%
07/08/2020,"49,160","48,701","49,317","48,635",42.55K,0.75%
07/09/2020,"48,896","49,095","49,298","48,780",46.25K,-0.54%
07/10/2020,"48,883","48,900","49,217","48,731",38.45K,-0.03%
07/13/2020,"49,180","48,920","49,258","48,920",34.25K,0.61%
07/14/2020,"49,277","49,150","49,299","48,811",41.50K,0.20%
07/15/2020,"49,182","49,240","49,273","48,951",37.68K,-0.19%
07/16/2020,"48,811","49,121","49,246","48,755",30.04K,-0.75%
07/17/2020,"49,001","48,812","49,086","48,760",28.01K,0.39%
07/20/2020,"49,067","49,000","49,190","48,891",27.74K,0.13%
07/21/2020,"49,559","49,128","49,599","49,066",31.55K,1.00%
07/22/2020,"50,115","49,734","50,238","49,640",46.55K,1.12%
07/23/2020,"50,762","50,000","50,970","50,000",45.43K,1.29%
07/24/2020,"51,120","50,800","51,230","50,669",39.02K,0.71%
07/27/2020,"52,227","51,700","52,375","51,700",39.48K,2.17%
07/28/2020,"52,731","52,390","52,844","51,351",54.99K,0.97%
07/29/2020,"53,207","52,878","53,323","52,475",28.84K,0.90%
07/30/2020,"52,986","53,301","53,388","52,715",3.70K,-0.42%
07/31/2020,"53,582","53,999","54,000","53,210",0.67K,1.12%
08/03/2020,"53,927","53,988","53,988","53,600",0.15K,0.64%
08/04/2020,"54,784","54,094","54,950","53,641",0.11K,1.59%
08/05/2020,"55,597","54,900","55,949","54,701",0.04K,1.48%
08/06/2020,"56,117","55,405","56,199","55,400",45.66K,0.94%
08/07/2020,"55,018","56,351","56,499","54,925",53.59K,-1.96%
08/10/2020,"55,243","54,900","55,660","54,900",35.60K,0.41%
08/11/2020,"52,144","55,150","55,150","51,929",80.85K,-5.61%
08/12/2020,"52,505","50,680","52,840","50,026",92.18K,0.69%
08/13/2020,"53,148","52,353","53,250","52,020",54.50K,1.22%
08/14/2020,"52,451","52,801","53,000","52,000",47.42K,-1.31%
08/17/2020,"53,435","52,468","53,640","52,270",43.93K,1.88%
08/18/2020,"53,738","53,387","54,180","51,888",70.76K,0.57%
08/19/2020,"52,824","53,576","53,786","52,505",56.45K,-1.70%
08/20/2020,"52,302","52,500","52,659","51,860",55.71K,-0.99%
08/21/2020,"52,045","52,400","52,598","51,355",59.16K,-0.49%
08/24/2020,"51,385","51,959","52,250","51,266",47.38K,-1.27%
08/25/2020,"50,936","51,508","51,563","50,860",39.54K,-0.87%
08/26/2020,"51,619","51,070","51,749","50,513",48.63K,1.34%
08/27/2020,"50,507","51,700","51,721","50,213",53.54K,-2.15%
08/28/2020,"51,050","51,000","51,395","50,551",31.61K,1.08%
08/31/2020,"51,099","51,267","51,295","50,901",4.57K,0.10%
09/01/2020,"51,017","51,533","51,708","50,966",1.49K,-0.16%
09/02/2020,"50,577","51,035","51,160","50,500",0.10K,-0.86%
09/03/2020,"50,768","50,755","51,022","50,502",0.35K,0.38%
09/04/2020,"50,728","50,980","50,980","50,501",0.14K,-0.08%
09/07/2020,"51,149","50,855","51,284","50,789",21.05K,0.83%
09/08/2020,"51,433","51,000","51,498","50,714",44.49K,0.56%
09/09/2020,"51,486","51,250","51,536","50,968",33.44K,0.10%
09/10/2020,"51,832","51,426","51,889","51,315",33.93K,0.67%
09/11/2020,"51,393","51,557","51,739","51,305",29.23K,-0.85%
09/14/2020,"51,759","51,540","51,885","51,403",28.81K,0.71%
09/15/2020,"51,818","51,880","52,199","51,620",35.29K,0.11%
09/16/2020,"51,876","51,849","52,135","51,812",33.87K,0.11%
09/17/2020,"51,498","51,750","51,750","51,257",34.62K,-0.73%
09/18/2020,"51,764","51,598","51,889","51,515",26.22K,0.52%
09/21/2020,"50,512","51,734","51,734","49,872",53.20K,-2.42%
09/22/2020,"50,454","50,637","50,750","50,190",36.99K,-0.11%
09/23/2020,"49,576","50,350","50,470","49,510",42.44K,-1.74%
09/24/2020,"49,959","49,500","50,038","49,292",41.42K,0.77%
09/25/2020,"49,539","49,890","49,922","49,330",31.36K,-0.84%
09/28/2020,"49,928","49,499","50,005","49,212",8.94K,0.79%
09/29/2020,"50,607","50,096","50,650","49,925",0.47K,1.36%
09/30/2020,"50,232","50,455","50,500","50,070",0.31K,-0.74%
10/01/2020,"50,345","50,299","50,465","50,169",0.11K,0.22%
10/05/2020,"50,809","50,001","50,871","50,001",0.14K,0.92%
10/06/2020,"50,617","50,637","51,058","50,527",29.17K,-0.38%
10/07/2020,"50,133","50,346","50,437","49,910",34.58K,-0.96%
10/08/2020,"50,239","50,115","50,470","50,000",29.79K,0.21%
10/09/2020,"50,872","50,400","50,988","50,400",30.47K,1.26%
10/12/2020,"51,166","51,000","51,238","50,984",21.90K,0.58%
10/13/2020,"50,306","50,980","51,131","50,231",33.72K,-1.68%
10/14/2020,"50,614","50,333","50,771","50,326",25.03K,0.61%
10/15/2020,"50,775","50,480","50,849","50,356",28.69K,0.32%
10/16/2020,"50,605","50,666","50,860","50,521",20.35K,-0.33%
10/19/2020,"50,751","50,609","50,970","50,271",21.20K,0.29%
10/20/2020,"50,937","50,688","50,980","50,551",23.66K,0.37%
10/21/2020,"51,313","51,000","51,398","50,967",26.66K,0.74%
10/22/2020,"50,741","51,170","51,186","50,563",22.82K,-1.11%
10/23/2020,"50,820","50,801","51,040","50,659",22.78K,0.16%
10/26/2020,"50,953","50,686","51,100","50,531",24.72K,0.26%
10/27/2020,"50,984","50,999","51,111","50,766",20.58K,0.06%
10/28/2020,"50,483","50,915","51,049","50,306",27.04K,-0.98%
10/29/2020,"50,276","50,444","50,610","50,122",21.88K,-0.41%
10/30/2020,"50,641","50,370","50,790","50,197",4.86K,0.73%
11/02/2020,"51,032","50,715","51,068","50,582",0.70K,0.77%
11/03/2020,"51,509","51,029","51,572","50,737",0.32K,0.93%
11/04/2020,"50,829","51,375","51,455","50,790",0.93K,-1.32%
11/05/2020,"51,901","51,115","52,079","51,035",0.38K,2.11%
11/06/2020,"52,190","51,900","52,490","51,762",36.60K,0.56%
11/09/2020,"49,795","52,300","52,530","49,526",68.55K,-4.59%
11/10/2020,"50,561","50,150","50,665","50,150",36.31K,1.54%
11/11/2020,"50,230","50,542","50,580","50,010",31.07K,-0.65%
11/12/2020,"50,652","50,352","50,847","50,272",27.72K,0.84%
11/13/2020,"50,956","50,636","51,161","50,636",23.84K,0.60%
11/14/2020,"50,945","50,961","51,125","50,901",2.26K,-0.02%
11/16/2020,"50,870","50,948","51,080","50,111",22.59K,-0.15%
11/17/2020,"50,806","50,880","51,038","50,727",21.98K,-0.13%
11/18/2020,"50,377","50,680","50,690","50,108",30.92K,-0.84%
11/19/2020,"50,063","50,242","50,265","49,830",31.01K,-0.62%
11/20/2020,"50,279","50,100","50,491","50,001",25.04K,0.43%
11/23/2020,"49,555","50,323","50,400","49,385",34.51K,-1.44%
11/24/2020,"48,683","49,429","49,429","48,621",35.19K,-1.76%
11/25/2020,"48,568","48,614","48,981","48,486",27.98K,-0.24%
11/26/2020,"48,597","48,600","48,840","48,495",19.38K,0.06%
11/27/2020,"48,189","48,587","48,668","47,879",23.05K,-0.84%
11/30/2020,"47,898","47,889","48,075","47,526",2.04K,-0.60%
12/01/2020,"48,641","48,200","48,937","47,809",0.36K,1.55%
12/02/2020,"48,959","48,630","49,080","48,377",0.38K,0.65%
12/03/2020,"49,061","49,210","49,334","48,881",0.65K,0.21%
12/04/2020,"49,322","49,054","49,606","47,651",0.11K,0.53%
12/07/2020,"49,923","49,376","49,991","48,867",31.17K,1.22%
12/08/2020,"50,049","50,100","50,122","49,710",26.65K,0.25%
12/09/2020,"49,256","49,961","49,961","49,124",32.65K,-1.58%
12/10/2020,"49,081","49,256","49,470","48,968",27.64K,-0.36%
12/11/2020,"49,306","49,102","49,395","48,903",26.23K,0.46%
12/14/2020,"48,916","49,255","49,255","48,659",29.84K,-0.79%
12/15/2020,"49,416","48,989","49,522","48,984",28.74K,1.02%
12/16/2020,"49,544","49,500","49,784","49,422",30.23K,0.26%
12/17/2020,"50,263","49,649","50,425","49,649",35.23K,1.45%
12/18/2020,"50,100","50,110","50,283","49,885",25.05K,-0.32%
12/21/2020,"50,146","50,199","50,716","49,465",39.39K,0.09%
12/22/2020,"49,768","50,224","50,287","49,667",24.49K,-0.75%
12/23/2020,"49,909","49,771","50,020","49,466",26.91K,0.28%
12/24/2020,"49,787","50,021","50,049","49,630",18.14K,-0.24%
12/28/2020,"49,761","49,900","50,318","49,711",25.62K,-0.05%
12/29/2020,"49,722","49,820","49,899","49,600",13.26K,-0.08%
12/30/2020,"49,881","49,840","49,950","49,599",3.65K,0.32%
12/31/2020,"50,081","49,940","50,139","49,778",0.39K,0.40%
01/01/2021,"50,081","50,123","50,202","50,003",0.05K,0.00%
01/04/2021,"51,349","50,715","51,493","50,654",0.15K,2.53%
01/05/2021,"51,456","51,334","51,549","51,202",0.15K,0.21%
01/06/2021,"50,545","51,564","51,857","50,468",47.14K,-1.77%
01/07/2021,"50,918","50,632","51,045","50,632",28.49K,0.74%
01/08/2021,"49,035","50,818","50,824","48,855",58.39K,-3.70%
01/11/2021,"49,386","48,835","49,435","48,578",34.63K,0.72%
01/12/2021,"49,098","49,333","49,620","49,000",28.65K,-0.58%
01/13/2021,"49,354","49,248","49,497","49,210",21.70K,0.52%
01/14/2021,"49,238","49,321","49,321","48,807",29.61K,-0.24%
01/15/2021,"48,745","49,277","49,328","48,600",30.09K,-1.00%
01/18/2021,"48,918","48,701","49,000","48,588",17.92K,0.35%
01/19/2021,"49,011","48,918","49,082","48,775",23.14K,0.19%
01/20/2021,"49,528","49,097","49,614","48,836",36.37K,1.05%
01/21/2021,"49,418","49,600","49,743","49,315",23.31K,-0.22%
01/22/2021,"49,131","49,397","49,397","48,711",30.38K,-0.58%
01/25/2021,"49,144","49,137","49,321","48,936",24.63K,0.03%
01/27/2021,"48,879","48,919","48,985","48,554",25.14K,-0.54%
01/28/2021,"48,672","48,699","49,248","48,568",28.33K,-0.42%
01/29/2021,"49,111","48,672","49,490","48,672",27.93K,0.90%
02/01/2021,"48,424","49,298","49,438","47,425",3.14K,-1.40%
02/02/2021,"47,752","48,344","48,344","47,531",0.38K,-1.39%
02/03/2021,"47,703","47,890","47,925","47,639",0.19K,-0.10%
02/04/2021,"46,695","47,050","47,575","46,501",0.14K,-2.11%
02/05/2021,"46,978","46,602","47,100","46,601",0.03K,0.61%
02/08/2021,"47,726","47,147","47,828","47,064",29.17K,1.59%
02/09/2021,"47,818","47,850","48,061","47,651",27.33K,0.19%
02/10/2021,"47,863","47,930","48,136","47,711",27.63K,0.09%
02/11/2021,"47,377","47,742","47,950","47,333",24.86K,-1.02%
02/12/2021,"47,169","47,670","47,670","47,012",30.72K,-0.44%
02/15/2021,"47,118","47,200","47,297","47,064",15.39K,-0.11%
02/16/2021,"46,777","47,118","47,325","46,600",37.74K,-0.72%
02/17/2021,"46,134","46,700","46,709","46,088",34.79K,-1.37%
02/18/2021,"46,046","46,244","46,379","45,955",28.54K,-0.19%
02/19/2021,"46,095","45,970","46,359","45,805",30.68K,0.11%
02/22/2021,"46,782","46,297","46,840","46,125",30.05K,1.49%
02/23/2021,"46,632","46,890","46,890","46,430",22.89K,-0.32%
02/24/2021,"46,369","46,580","46,715","46,160",21.71K,-0.56%
02/25/2021,"46,085","46,321","46,496","45,976",24.51K,-0.61%
02/26/2021,"45,569","45,911","46,516","45,475",32.96K,-1.12%
03/01/2021,"45,021","46,187","46,188","44,910",5.19K,-1.20%
03/02/2021,"45,224","44,945","45,431","44,873",0.32K,0.45%
03/03/2021,"44,721","45,267","45,267","44,472",0.03K,-1.11%
03/04/2021,"44,581","44,686","44,686","44,370",0.01K,-0.31%
03/05/2021,"44,442","44,279","44,499","44,188",0.05K,-0.31%
03/08/2021,"44,233","44,720","44,775","44,163",29.84K,-0.47%
03/09/2021,"44,844","44,299","44,918","44,280",29.79K,1.38%
03/10/2021,"44,774","44,750","44,920","44,636",22.09K,-0.16%
03/11/2021,"44,876","44,950","45,135","44,785",15.84K,0.23%
03/12/2021,"44,737","44,740","44,779","44,310",32.18K,-0.31%
03/15/2021,"44,906","44,860","45,038","44,763",21.50K,0.38%
03/16/2021,"44,820","44,962","45,071","44,775",18.92K,-0.19%
03/17/2021,"44,848","44,902","45,018","44,750",18.24K,0.06%
03/18/2021,"44,942","45,000","45,300","44,625",33.56K,0.21%
03/19/2021,"45,008","44,946","45,125","44,818",18.82K,0.15%
03/22/2021,"44,885","44,922","45,019","44,632",20.26K,-0.27%
03/23/2021,"44,636","44,910","44,984","44,584",19.81K,-0.55%
03/24/2021,"44,841","44,786","44,880","44,679",16.57K,0.46%
03/25/2021,"44,726","44,870","45,025","44,610",22.46K,-0.26%
03/26/2021,"44,629","44,652","44,759","44,437",22.63K,-0.22%
03/29/2021,"43,754","44,474","44,560","43,621",11.18K,-1.96%
03/30/2021,"43,941","43,950","44,200","43,819",1.90K,0.43%
03/31/2021,"44,418","43,899","44,529","43,735",0.33K,1.09%
04/01/2021,"44,957","44,500","45,002","44,500",0.15K,1.21%
04/05/2021,"44,985","44,918","45,050","44,805",0.31K,0.06%
04/06/2021,"45,685","45,257","45,730","45,250",17.87K,1.56%
04/07/2021,"46,128","45,600","46,180","45,518",21.45K,0.97%
04/08/2021,"46,576","46,041","46,620","46,015",21.42K,0.97%
04/09/2021,"46,344","46,458","46,674","46,085",21.98K,-0.50%
04/12/2021,"46,188","46,333","46,514","46,162",18.01K,-0.34%
04/13/2021,"46,674","46,202","46,750","46,125",20.25K,1.05%
04/14/2021,"46,317","46,650","46,659","46,180",12.63K,-0.76%
04/15/2021,"46,881","46,370","46,973","46,370",21.62K,1.22%
04/16/2021,"47,022","46,808","47,097","46,511",23.54K,0.30%
04/19/2021,"47,084","47,025","47,500","47,000",24.59K,0.13%
04/20/2021,"47,498","47,111","47,538","46,712",27.16K,0.88%
04/21/2021,"47,892","47,531","48,035","47,531",15.99K,0.83%
04/22/2021,"47,426","47,893","47,936","47,355",22.21K,-0.97%
04/23/2021,"47,169","47,534","47,667","47,046",24.78K,-0.54%
04/26/2021,"47,117","47,280","47,280","46,939",18.48K,-0.11%
04/27/2021,"46,960","47,090","47,187","46,920",13.46K,-0.33%
04/28/2021,"46,697","46,890","46,890","46,471",17.68K,-0.56%
04/29/2021,"46,400","46,867","46,904","46,138",6.95K,-0.64%
04/30/2021,"46,431","46,306","46,590","46,306",0.31K,0.07%
05/03/2021,"46,963","46,849","47,000","46,618",0.12K,1.15%
05/04/2021,"46,782","46,890","46,943","46,500",0.03K,-0.39%
05/05/2021,"46,591","46,680","46,692","46,500",0.05K,-0.41%
05/06/2021,"47,536","47,019","47,573","46,980",29.12K,2.03%
05/07/2021,"47,719","47,540","47,990","47,512",31.36K,0.38%
05/10/2021,"47,925","47,849","48,083","47,726",21.58K,0.43%
05/11/2021,"47,625","47,906","47,986","47,351",29.71K,-0.63%
05/12/2021,"47,491","47,555","47,838","47,400",25.67K,-0.28%
05/13/2021,"47,452","47,400","47,535","47,251",12.52K,-0.08%
05/14/2021,"47,682","47,399","47,706","47,356",17.13K,0.48%
05/17/2021,"48,437","47,855","48,467","47,855",23.47K,1.58%
05/18/2021,"48,288","48,245","48,496","48,153",18.85K,-0.31%
05/19/2021,"48,660","48,275","48,830","47,960",35.57K,0.77%
05/20/2021,"48,519","48,760","48,760","48,271",21.06K,-0.29%
05/21/2021,"48,368","48,351","48,620","48,230",20.65K,-0.31%
05/24/2021,"48,514","48,544","48,605","48,351",16.51K,0.30%
05/25/2021,"48,780","48,447","48,806","48,300",21.06K,0.55%
05/26/2021,"48,728","48,850","49,100","48,600",16.51K,-0.11%
05/27/2021,"48,561","48,730","48,788","48,435",17.84K,-0.34%
05/28/2021,"48,543","48,470","48,588","48,237",17.74K,-0.04%
05/31/2021,"48,807","48,664","48,874","48,582",2.83K,0.54%
06/01/2021,"48,935","48,975","49,210","48,800",0.89K,0.26%
06/02/2021,"49,108","48,963","49,145","48,948",0.08K,0.35%
06/03/2021,"48,293","49,309","49,309","48,213",0.15K,-1.66%
06/04/2021,"48,650","48,321","48,765","48,200",0.22K,0.74%
06/07/2021,"48,911","48,767","48,936","48,590",10.91K,0.54%
06/08/2021,"48,908","48,882","49,120","48,732",15.28K,-0.01%
06/09/2021,"48,904","48,911","49,036","48,827",10.27K,-0.01%
06/10/2021,"48,975","48,829","49,015","48,502",20.51K,0.15%
06/11/2021,"48,717","49,016","49,145","48,681",17.04K,-0.53%
06/14/2021,"48,318","48,680","48,680","47,962",23.42K,-0.82%
06/15/2021,"48,230","48,310","48,495","48,180",13.38K,-0.18%
06/16/2021,"48,279","48,240","48,355","48,181",10.10K,0.10%
06/17/2021,"46,781","48,205","48,205","46,628",32.07K,-3.10%
06/18/2021,"46,592","46,860","47,187","46,526",17.88K,-0.40%
06/21/2021,"46,904","46,800","46,960","46,482",17.13K,0.67%
06/22/2021,"46,838","46,981","47,068","46,721",14.67K,-0.14%
06/23/2021,"46,921","46,915","47,123","46,799",12.03K,0.18%
06/24/2021,"46,701","46,850","46,997","46,638",14.04K,-0.47%
06/25/2021,"46,757","46,839","47,050","46,637",16.69K,0.12%
06/28/2021,"46,821","46,400","46,959","46,400",15.55K,0.14%
06/29/2021,"46,438","46,719","46,809","46,202",5.17K,-0.82%
06/30/2021,"46,817","46,448","46,858","46,372",0.83K,0.82%
07/01/2021,"46,985","46,882","47,999","46,837",0.12K,0.36%
07/02/2021,"47,286","47,200","47,553","47,200",0.20K,0.64%
07/05/2021,"47,567","47,800","48,704","47,075",0.03K,0.59%
07/06/2021,"47,694","47,418","47,971","47,418",22.96K,0.27%
07/07/2021,"47,887","47,779","47,963","47,669",13.92K,0.40%
07/08/2021,"47,735","47,814","48,244","47,650",25.70K,-0.32%
07/09/2021,"47,898","47,798","47,922","47,621",15.17K,0.34%
07/12/2021,"47,768","47,750","47,849","47,503",17.04K,-0.27%
07/13/2021,"47,887","47,865","48,035","47,710",18.88K,0.25%
07/14/2021,"48,265","47,954","48,320","47,902",18.33K,0.79%
07/15/2021,"48,358","48,290","48,460","48,150",16.07K,0.19%
07/16/2021,"48,040","48,330","48,375","47,980",17.43K,-0.66%
07/19/2021,"48,069","48,132","48,200","47,786",17.25K,0.06%
07/20/2021,"47,861","48,170","48,247","47,788",19.09K,-0.43%
07/21/2021,"47,584","47,790","47,790","47,518",8.42K,-0.58%
07/22/2021,"47,624","47,518","47,670","47,320",15.98K,0.08%
07/23/2021,"47,521","47,560","47,700","47,333",14.17K,-0.22%
07/26/2021,"47,455","47,615","47,770","47,430",13.07K,-0.14%
07/27/2021,"47,551","47,449","47,609","47,364",12.87K,0.20%
07/28/2021,"47,535","47,640","47,650","47,411",8.78K,-0.03%
07/29/2021,"48,210","47,720","48,250","47,713",13.67K,1.42%
07/30/2021,"47,901","48,239","48,254","47,830",2.65K,-0.64%
08/02/2021,"47,937","48,094","48,172","47,720",0.17K,0.08%
08/03/2021,"47,854","47,820","48,168","47,760",0.07K,-0.17%
08/04/2021,"47,872","47,950","48,300","47,739",0.04K,0.04%
08/05/2021,"47,959","47,870","48,199","47,790",0.03K,0.18%
08/06/2021,"46,682","47,550","47,571","46,621",23.20K,-2.66%
08/09/2021,"45,949","46,600","46,600","45,860",21.36K,-1.57%
08/10/2021,"45,936","46,089","46,148","45,708",16.30K,-0.03%
08/11/2021,"46,351","46,029","46,396","45,915",15.30K,0.90%
08/12/2021,"46,335","46,288","46,518","46,160",12.51K,-0.03%
08/13/2021,"46,886","46,400","46,925","46,370",13.88K,1.19%
08/16/2021,"47,138","46,900","47,190","46,761",12.47K,0.54%
08/17/2021,"47,206","47,132","47,455","47,106",12.46K,0.14%
08/18/2021,"47,069","47,324","47,344","46,965",11.51K,-0.29%
08/19/2021,"47,119","47,150","47,422","47,027",9.10K,0.11%
08/20/2021,"47,110","47,199","47,286","47,011",9.43K,-0.02%
08/23/2021,"47,511","47,170","47,549","47,100",12.35K,0.85%
08/24/2021,"47,532","47,493","47,634","47,405",9.45K,0.04%
08/25/2021,"47,108","47,351","47,398","47,025",10.43K,-0.89%
08/26/2021,"47,163","47,125","47,285","46,877",9.96K,0.12%
08/27/2021,"47,416","47,312","47,480","46,777",13.59K,0.54%
08/30/2021,"47,049","47,276","47,466","47,005",3.01K,-0.77%
08/31/2021,"47,060","47,220","47,260","46,800",0.19K,0.02%
09/01/2021,"47,093","47,060","47,599","46,964",0.06K,0.07%
09/02/2021,"47,048","47,142","47,243","46,929",0.02K,-0.10%
09/03/2021,"47,342","47,299","47,500","47,295",0.01K,0.62%
09/06/2021,"47,450","47,534","47,534","47,402",5.74K,0.23%
09/07/2021,"46,989","47,469","47,469","46,910",16.58K,-0.97%
09/08/2021,"47,072","47,047","47,170","46,800",12.50K,0.18%
09/09/2021,"47,021","46,984","47,128","46,770",14.58K,-0.11%
09/10/2021,"46,858","46,987","47,030","46,810",6.11K,-0.35%
09/13/2021,"46,946","46,930","47,060","46,800",12.22K,0.19%
09/14/2021,"47,267","46,924","47,325","46,672",21.08K,0.68%
09/15/2021,"46,949","47,247","47,281","46,920",14.36K,-0.67%
09/16/2021,"46,120","46,984","46,984","45,876",24.98K,-1.77%
09/17/2021,"46,025","46,090","46,263","45,903",13.91K,-0.21%
09/20/2021,"46,297","46,020","46,395","45,913",14.80K,0.59%
09/21/2021,"46,641","46,297","46,798","46,163",17.71K,0.74%
09/22/2021,"46,682","46,663","46,765","46,575",9.69K,0.09%
09/23/2021,"46,083","46,521","46,550","45,964",18.76K,-1.28%
09/24/2021,"45,995","46,100","46,146","45,805",12.76K,-0.19%
09/27/2021,"46,064","46,135","46,215","45,910",14.40K,0.15%
09/28/2021,"45,819","46,008","46,072","45,679",17.77K,-0.53%
09/29/2021,"45,550","45,842","45,960","45,488",7.36K,-0.59%
09/30/2021,"46,221","45,790","46,377","45,507",0.31K,1.47%
10/01/2021,"46,315","46,303","46,360","46,125",0.19K,0.20%
10/04/2021,"46,618","46,299","46,640","46,209",0.05K,0.65%
10/05/2021,"46,459","46,556","46,557","46,345",0.02K,-0.34%
10/06/2021,"46,781","46,550","46,874","46,451",14.92K,0.69%
10/07/2021,"46,737","46,747","46,869","46,612",11.49K,-0.09%
10/08/2021,"46,922","46,740","47,225","46,702",19.61K,0.40%
10/11/2021,"46,941","46,910","47,090","46,750",10.00K,0.04%
10/12/2021,"47,097","47,025","47,280","46,941",14.25K,0.33%
10/13/2021,"47,753","47,060","47,845","47,024",23.58K,1.39%
10/14/2021,"47,748","47,682","47,954","47,651",12.46K,-0.01%
10/15/2021,"47,106","47,706","47,706","47,015",13.81K,-1.34%
10/18/2021,"47,186","47,200","47,295","47,077",14.02K,0.17%
10/19/2021,"47,196","47,199","47,525","47,140",14.50K,0.02%
10/20/2021,"47,380","47,260","47,449","47,174",14.48K,0.39%
